ra,dec,redshift,brightness,LR,gal_id,cluster_id
150.54992842,2.49774797,1.1287,-19.83,28.67,788939.0,3.0
150.5420576,2.50364907,1.1304,-20.49,29.0,792943.0,3.0
150.51918686,2.50416949,1.1374,-19.81,28.8,792919.0,3.0
150.57638563,2.42650769,1.135,-20.64,29.41,743009.0,3.0
150.57142607,2.43227379,1.1367,-20.94,29.27,746984.0,3.0
150.57930662,2.43276603,1.1497,-20.94,29.55,746978.0,3.0
150.58277169,2.43487871,1.1444,-22.68,30.01,750568.0,3.0
150.57201059,2.43765347,1.1432,-20.44,29.07,750147.0,3.0
150.56917409,2.44643145,1.1399,-23.35,29.95,757823.0,3.0
150.56960835,2.44724113,1.1541,-20.24,29.04,756480.0,3.0
150.57926132,2.44843216,1.1325,-20.16,29.37,757025.0,3.0
150.5706143,2.45968143,1.1342,-19.89,28.72,764486.0,3.0
150.61273672,2.46241716,1.1313,-21.31,29.79,766417.0,3.0
150.58102584,2.47749836,1.1426,-21.06,29.34,776363.0,3.0
150.5737371,2.48067233,1.1376,-20.42,29.21,778199.0,3.0
150.6089981,2.48151863,1.1496,-22.33,29.91,779444.0,3.0
150.61103863,2.48461367,1.1528,-19.64,28.67,780790.0,3.0
150.61496304,2.48635279,1.1372,-20.97,29.22,781954.0,3.0
150.57192787,2.49052427,1.1448,-21.09,29.48,784953.0,3.0
150.63083499,2.49702263,1.1293,-19.66,28.51,788282.0,3.0
150.60296376,2.49754244,1.1413,-21.91,29.39,789512.0,3.0
150.63305601,2.5020747,1.1343,-19.72,28.64,791625.0,3.0
150.57025601,2.50419763,1.1495,-21.96,29.4,793348.0,3.0
150.53754729,2.50459734,1.1427,-20.65,28.87,793376.0,3.0
150.52453549,2.50588443,1.1287,-19.52,28.32,793966.0,3.0
150.50901547,2.51196904,1.1363,-19.54,28.71,797828.0,3.0
150.5214582,2.52070129,1.1324,-21.31,29.61,805350.0,3.0
150.52581049,2.52195279,1.1344,-22.11,29.84,806061.0,3.0
150.5501869,2.52229764,1.1511,-20.65,29.15,805262.0,3.0
150.51569646,2.52299439,1.1351,-20.01,28.92,805710.0,3.0
150.55748746,2.52998004,1.1321,-20.43,29.0,810411.0,3.0
150.55471883,2.53001057,1.1293,-20.43,28.79,810440.0,3.0
150.52317244,2.53112748,1.1338,-20.18,28.99,811300.0,3.0
150.55373576,2.53873654,1.1471,-24.11,30.25,818440.0,3.0
150.5470179,2.53890308,1.1431,-21.3,29.85,816787.0,3.0
150.54624889,2.54223173,1.1451,-19.94,28.67,819197.0,3.0
150.53584326,2.54289695,1.1505,-19.65,28.74,818971.0,3.0
150.5331832,2.55271025,1.1358,-20.61,28.99,825876.0,3.0
150.53002557,2.55474943,1.1419,-20.42,29.48,826731.0,3.0
150.53863137,2.55700406,1.1568,-22.0,29.81,829742.0,3.0
150.55047584,2.55829533,1.1317,-19.68,28.74,829233.0,3.0
150.54977813,2.56550781,1.1415,-21.15,29.49,834515.0,3.0
150.57192654,2.50931671,1.13,-20.61,29.11,796615.0,3.0
150.58700667,2.51014745,1.1513,-22.15,29.57,799743.0,3.0
150.56384147,2.51149193,1.1346,-21.38,29.25,798808.0,3.0
150.59721332,2.51186592,1.1359,-19.69,28.84,797787.0,3.0
150.56321049,2.51210473,1.1558,-22.76,29.84,800234.0,3.0
150.59053472,2.51274961,1.1322,-21.38,29.73,799771.0,3.0
150.56580753,2.5135616,1.1408,-20.73,29.24,799873.0,3.0
150.5694659,2.51777972,1.1523,-19.82,28.73,802121.0,3.0
150.60982798,2.52450534,1.1307,-21.11,29.53,807341.0,3.0
150.56455281,2.52468614,1.1418,-21.75,29.61,808087.0,3.0
150.5971089,2.52686771,1.1397,-22.05,29.43,808594.0,3.0
150.59703309,2.52894212,1.1446,-22.75,29.71,810848.0,3.0
150.60934045,2.53581206,1.1442,-20.27,29.02,814401.0,3.0
150.60295234,2.53720574,1.1488,-22.0,29.91,816198.0,3.0
150.59466576,2.5376327,1.1533,-23.26,29.92,818063.0,3.0
150.55932323,2.54943102,1.1402,-21.25,29.56,824334.0,3.0
150.55928839,2.55504499,1.1456,-21.65,29.49,828016.0,3.0
150.59801376,2.55615141,1.1555,-21.79,29.92,828304.0,3.0
150.59805127,2.55787668,1.1356,-21.38,29.56,829363.0,3.0
150.56712904,2.56063527,1.1317,-19.93,28.66,831181.0,3.0
150.02826028,2.28043156,1.8188,-20.51,29.05,645090.0,4.0
150.02863193,2.28129485,1.827,-20.16,28.96,645838.0,4.0
150.01371019,2.28568839,1.8228,-21.34,29.75,649098.0,4.0
150.01443749,2.28663619,1.8077,-21.08,29.35,649735.0,4.0
150.00807819,2.28737413,1.8188,-20.95,28.93,649938.0,4.0
150.01986794,2.2876822,1.8157,-23.28,29.93,650590.0,4.0
150.02535519,2.29424859,1.8135,-21.42,29.81,654441.0,4.0
150.00726509,2.29773808,1.8201,-22.83,30.05,657153.0,4.0
149.98810471,2.29967589,1.7946,-20.0,28.77,657793.0,4.0
149.99696392,2.30902065,1.8057,-22.37,29.59,664314.0,4.0
150.00199206,2.31142443,1.8023,-21.86,29.77,665812.0,4.0
150.01510833,2.3150045,1.8212,-21.13,29.65,668496.0,4.0
150.00099068,2.31571446,1.802,-20.35,29.09,668304.0,4.0
149.9813877,2.32501148,1.8203,-20.07,28.63,674533.0,4.0
150.02822325,2.33277028,1.8136,-20.93,29.36,680804.0,4.0
150.02494495,2.33966339,1.8143,-20.08,28.69,685012.0,4.0
149.96650084,2.34028213,1.8137,-23.43,30.34,686447.0,4.0
150.01978075,2.34116887,1.8212,-22.43,29.59,686661.0,4.0
150.01995418,2.34171521,1.82,-22.26,29.96,687274.0,4.0
150.00450817,2.3576466,1.8217,-21.69,29.71,697677.0,4.0
150.01944052,2.3609809,1.8257,-19.82,28.88,699540.0,4.0
149.9743415,2.37332928,1.8171,-20.92,29.58,707758.0,4.0
149.97448563,2.37379142,1.8086,-19.77,28.7,708063.0,4.0
150.02140656,2.37609492,1.8001,-20.73,29.17,709739.0,4.0
150.02508041,2.37763211,1.8171,-20.72,29.05,710983.0,4.0
150.00987483,2.37776139,1.8259,-19.67,28.66,710658.0,4.0
150.01856243,2.38102165,1.8158,-21.02,29.56,712994.0,4.0
149.99670421,2.38181334,1.8169,-21.8,29.63,713913.0,4.0
150.04114269,2.2791254,1.825,-19.95,28.91,644253.0,4.0
150.04014049,2.28041484,1.8122,-21.59,29.69,645471.0,4.0
150.08367659,2.29738191,1.8025,-22.37,29.74,657286.0,4.0
150.03512363,2.29830624,1.8067,-22.16,29.95,657583.0,4.0
150.05423524,2.30510673,1.7917,-19.84,28.52,661508.0,4.0
150.06506504,2.30603985,1.8149,-19.5,28.62,662070.0,4.0
150.07854354,2.31005076,1.7898,-20.25,28.88,664590.0,4.0
150.02972441,2.31119156,1.8129,-21.26,29.73,665802.0,4.0
150.03328241,2.312864,1.8135,-20.45,28.98,666616.0,4.0
150.05357068,2.31335305,1.8182,-22.02,29.89,667279.0,4.0
150.06972721,2.31731405,1.7924,-20.27,28.79,669516.0,4.0
150.03106155,2.32582231,1.8053,-21.84,29.81,675693.0,4.0
150.02935278,2.32730198,1.7963,-21.51,29.56,676788.0,4.0
150.03740822,2.33320537,1.8207,-21.53,29.52,680825.0,4.0
150.0866507,2.33512319,1.792,-21.74,29.65,682520.0,4.0
150.03715908,2.33882387,1.8263,-19.78,28.62,684378.0,4.0
150.04204165,2.33904978,1.812,-21.33,29.78,685267.0,4.0
150.03512839,2.34118266,1.7994,-19.84,28.53,686485.0,4.0
150.03083221,2.34486974,1.7954,-21.25,29.54,689023.0,4.0
150.03629547,2.34528519,1.8083,-22.83,30.76,689636.0,4.0
150.06491341,2.35212621,1.8086,-20.99,29.22,693818.0,4.0
150.07272646,2.3580953,1.814,-20.34,28.72,697640.0,4.0
150.03138571,2.35889206,1.8101,-20.96,29.4,698399.0,4.0
150.03259927,2.36074709,1.8022,-21.32,29.76,699959.0,4.0
150.04956098,2.36324132,1.8174,-21.49,29.83,701606.0,4.0
150.0638725,2.36528691,1.7949,-20.48,28.91,702647.0,4.0
150.03962368,2.37201431,1.8009,-23.45,30.43,709850.0,4.0
150.07444412,2.38674159,1.7956,-21.63,29.54,717241.0,4.0
150.06503976,2.39277226,1.7993,-20.13,28.69,720746.0,4.0
149.78983448,2.5771888,0.9877,-22.35,29.56,843467.0,5.0
149.79034234,2.57828435,0.9945,-22.28,30.21,844379.0,5.0
149.79618761,2.55888321,0.9959,-21.5,29.52,830197.0,5.0
149.79804463,2.53638677,0.9733,-20.49,29.07,815023.0,5.0
149.80049476,2.56806572,0.9984,-20.64,29.18,836014.0,5.0
149.80607242,2.53420592,0.9993,-20.75,29.08,813883.0,5.0
149.80977724,2.57650363,0.9906,-22.1,29.46,841786.0,5.0
149.81085746,2.58549714,0.9876,-19.64,28.42,847488.0,5.0
149.83017303,2.58388061,0.9889,-19.64,28.51,846769.0,5.0
149.83169049,2.56995265,0.9742,-20.65,28.88,837186.0,5.0
149.83212245,2.56953815,0.9748,-22.93,29.78,838905.0,5.0
149.83218114,2.57758532,0.9824,-19.83,28.62,842585.0,5.0
149.83224103,2.56845471,0.98,-20.41,28.84,836843.0,5.0
149.83473629,2.54347273,0.9922,-19.73,28.58,819641.0,5.0
149.84120416,2.56993776,0.9973,-19.98,28.62,837234.0,5.0
149.8421076,2.57313332,0.9857,-22.33,29.92,840490.0,5.0
149.84779997,2.58480155,0.9944,-20.68,28.89,847181.0,5.0
149.85468275,2.58294122,0.9781,-19.95,28.94,845903.0,5.0
149.85853496,2.54086163,0.9846,-19.53,28.51,817740.0,5.0
149.85964674,2.56660945,0.9743,-20.62,29.1,835351.0,5.0
149.8600797,2.56715333,0.9886,-20.8,28.96,835727.0,5.0
149.86058909,2.58047611,0.9737,-19.53,28.95,844168.0,5.0
149.86079133,2.57777682,0.9759,-21.64,29.63,843114.0,5.0
149.86457296,2.58492904,0.996,-19.73,28.59,847123.0,5.0
149.87821525,2.54710676,0.9746,-20.36,29.22,822296.0,5.0
149.88261717,2.547398,0.9817,-20.89,29.34,822828.0,5.0
149.88400082,2.58294773,0.9831,-19.85,28.7,845970.0,5.0
149.88545448,2.55084556,0.9837,-22.29,29.54,824892.0,5.0
149.89980508,2.52855221,0.9858,-22.38,30.03,810985.0,5.0
149.78815564,2.62096107,0.984,-21.1,29.44,870330.0,5.0
149.79159353,2.58921249,0.9876,-20.55,29.2,850171.0,5.0
149.79517115,2.61688796,0.9908,-23.53,30.02,870357.0,5.0
149.79608537,2.6155725,0.9841,-21.05,29.39,867015.0,5.0
149.80097305,2.62051171,0.9789,-19.77,28.5,869853.0,5.0
149.80326219,2.58764014,0.9951,-19.66,28.52,848673.0,5.0
149.80842027,2.63117984,0.9942,-20.38,28.99,877938.0,5.0
149.81781851,2.63491806,0.9785,-20.5,28.87,880385.0,5.0
149.82039489,2.58674268,0.9756,-23.33,30.63,850954.0,5.0
149.82217407,2.63567751,0.973,-21.31,29.37,881434.0,5.0
149.84188312,2.63623481,0.9848,-21.42,29.56,881452.0,5.0
149.84251071,2.63397078,0.9779,-22.15,29.47,881468.0,5.0
149.85360769,2.5854975,0.9861,-23.57,30.04,848867.0,5.0
149.85437596,2.6198925,0.9904,-21.4,29.68,869792.0,5.0
149.85551956,2.64965728,0.9881,-21.32,29.53,889770.0,5.0
149.85558283,2.61718832,0.9775,-20.38,29.29,867747.0,5.0
149.85706484,2.61700116,0.9832,-21.5,29.21,868113.0,5.0
149.85796587,2.61297348,0.9783,-19.55,28.94,864814.0,5.0
149.85898895,2.65150873,0.9959,-21.86,29.53,890987.0,5.0
149.86052865,2.59065889,0.9834,-21.7,29.3,851613.0,5.0
149.86167133,2.65543625,0.9734,-20.39,29.15,893085.0,5.0
149.86355687,2.62484963,0.9802,-22.91,29.79,873867.0,5.0
149.8647011,2.64641193,0.9965,-21.3,29.7,887864.0,5.0
149.86593969,2.59570298,0.999,-21.1,29.1,855379.0,5.0
149.86792573,2.6033661,0.9966,-19.51,28.56,858709.0,5.0
149.86856287,2.61231907,0.9934,-20.36,29.23,864559.0,5.0
149.87027367,2.60203577,0.9852,-21.7,29.31,859456.0,5.0
149.87048808,2.6509301,0.9741,-22.33,29.84,890563.0,5.0
149.87950653,2.60139215,0.9758,-23.02,30.42,859802.0,5.0
149.91336543,2.61875118,0.9897,-20.18,28.95,869217.0,5.0
149.71922619,1.79258697,1.4466,-19.57,28.53,331168.0,6.0
149.7353607,1.76483511,1.4357,-21.57,29.33,314178.0,6.0
149.74286147,1.81449053,1.4424,-20.24,28.77,344990.0,6.0
149.74501016,1.78751011,1.4592,-20.03,28.61,327808.0,6.0
149.74596524,1.78983978,1.4619,-21.47,29.32,329835.0,6.0
149.74646351,1.79215526,1.4483,-20.13,28.56,330701.0,6.0
149.7472744,1.79854742,1.4539,-20.63,28.96,335160.0,6.0
149.75082274,1.77786443,1.4482,-20.24,28.67,321304.0,6.0
149.75277583,1.77714149,1.455,-22.15,29.91,321902.0,6.0
149.75563811,1.82078375,1.4514,-21.46,29.46,349680.0,6.0
149.76477159,1.75157286,1.4431,-19.91,28.59,305006.0,6.0
